0UGE;1INS - Type - Code;2INSEE ID commune;3INS - Nom;4BSS;5source/forage;6Commune d'implantation de l'ouvrage;7INSEE Captage;8EtatArrêtéDUP;9PRO - D.U.P. - Date;10UDI - Population - Permanente;11UDI_CODE_NAT;12communes alimentées (environ UDI_NOM);13volume produit;14volume importé;15volume exporté;16linéaire de réseau hors branchement;17linéaire de réseaux renouvelés au cours des 5 dernières années;18taux de TVA applicable à l'ensemble de la facture;19Voies navigables de France (prélèvement);20Agence de l'Eau (protection de la ressource);21Agence de l'Eau ( redevance pollution);22Autres taxes et redevances applicables sur le tarif (hors TVA);23volume de service;24volume consommé sans comptage;25Volumes consommés comptabilisés;26Rendement;27ILP;28ILC;29 Prix de l'eau (? HT et HR/m3) base 120 m3 ; 30Prix de l'eau (? TTC/m3) base 120 m3 ;31Mode d'exploitation;32chloration;33autres traitements;34Nb total de PLV sur l'UDL représentatifs et complets;35Evènements (restrictions);36Evènements (dérogations);37Evènements (autres); 38de C Bactériologie;39Max pH;40Min pH;41Moy pH;42Max Titre alcalimétrique complet;43Min Titre alcalimétrique complet;44Moy Titre alcalimétrique complet;45Max Titre hydrométrique;46Min Titre hydrométrique;47Moy Titre hydrométrique;48Max Turbidité;49Min Turbidité;50Moy Turbidité;51Max Nitrates;52Min Nitrates;53Moy Nitrates;54Moy Pesticides totaux;55Etat;56Décompte DUP;57décompte cap;58Population DUP
VAUX DEVANT DAMLOUP;84;55537;VAUX-DEVANT-DAMLOUP;;0;;55000;87;;70;55000894;;3350;0;0;3;0;0;0;0;0.407;0;60;0;3039;93;0.23;2.83;2.38;2.78;99;100;;5;0;0;;100;7.9;0;7.9;18.1;17.1;17.6;19.5;18.3;18.9;0.2;0;0.1;1.1;0.8;0.95;0;0;;;
VAUX LES PALAMEIX;83;55540;LA SANGLU;01626X0023;85;VAUX-LES-PALAMEIX;55540;87;;0;;VAUX LES PALAMEIX;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
VAUX LES PALAMEIX;84;55540;VAUX LES PALAMEIX;;0;;55000;87;;47;55000899;;;;;;;;;;;;;;;;;;;;99;0;;7;1;0;;87.5;7.7;0;7.65;19.7;18;19;21.3;19;20.167;0.4;0.2;0.3;1.2;0.8;0.967;0;0;;;
VELOSNES;83;55544;LA VALLE;00895X0013;85;;55000;89;08/08/2012;0;;VELOSNES;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;179
VELOSNES;84;55544;VELOSNES;;0;;55000;87;;159;55000901;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;100;;9;0;0;;71.42857143;7.9;0;7.83;22.4;22.3;22.333;27.8;27.5;27.633;0.4;0.1;0.27;42;39.6;40.35;0.108;0;;;
VERDUN;83;55545;LE BREUIL;01358X0201;86;VERDUN;55545;89;18/12/2015;0;;VERDUN;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;19230
VERDUN;83;55545;FORAGE DU PRE L'EVEQUE N°1 (en secours);01358X0149;86;;55000;87;;0;;VERDUN;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;97;0;1;
VERDUN;83;55545;FORAGE DU PRE L'EVEQUE N°2 (en secours);01358X0168;86;;55000;89;18/12/2015;0;;VERDUN;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;
VERDUN;84;55545;VERDUN;;0;;55000;87;;18513;55000148;;;;;;;;;;;;;;;;;;;;98;100;;50;0;0;La protection du captage a été instaurée par arrˆté préfectoral de Déclaration d'Utilité Publique (DUP) du 18/12/2015;100;7.6;0;7.45;23.9;21.3;23.042;32.1;26.7;27.808;1.1;0;0.08;14.2;9.1;11.45;0.05;0;;;
VERNEUIL GRAND;83;55546;SOURCE DE LA CAUTION;00895X0008;85;;55000;87;;0;;VERNEUIL-GRAND;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;97;0;1;
VERNEUIL GRAND;83;55546;SOURCE LE BLOSSIER;00895X0009;85;;55000;87;;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;97;0;1;
VERNEUIL GRAND;84;55546;VERNEUIL GRAND;;0;;55000;87;;219;55002549;VERNEUIL-GRAND;;;;;;;;;;;;;;;;;;;99;100;de déferrisation;5;0;0;Suite à des casses et des fuites en réseau, la Source de Fresnois a été remise en service en 2015;100;7.6;0;7.53;18.6;18.6;18.6;24.7;24.7;24.7;0.4;0;0.17;38.7;38.7;38.7;1.003;0;1;;
VERNEUIL-PETIT;83;55547;FOND DE LA NAUX;00895X0015;85;;55000;89;19/04/2012;0;;VERNEUIL-PETIT;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;132
VERNEUIL-PETIT;84;55547;VERNEUIL-PETIT;;0;;55000;87;;136;55000907;;;;;;;;;;;;;;;;;;;;99;0;;7;0;0;;100;7.7;0;7.53;18.8;18.2;18.5;23;22.9;22.95;0.2;0;0.13;34.8;20.3;27.825;0;0;;;
VERY;83;55549;FORAGE DE VERY;01351X0308;86;VERY;55549;87;;0;;VERY;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
VERY;84;55549;VERY;;0;;55000;87;;89;55000909;;;;;;;;;;;;;;;;;;;;99;100;;14;0;0;;69.23076923;7.1;0;7.1;31.6;31.3;31.5;38.4;37.3;37.8;0;0;0;21.4;15.2;17.267;0.011;0;;;
VIGNEUL SOUS MONTMEDY;83;55552;SOURCE QUI CHOIT DE HAUT;00888X0032;85;;55000;89;06/03/2014;0;;VIGNEUL SOUS MONTMEDY;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;94
VIGNEUL SOUS MONTMEDY;84;55552;VIGNEUL SOUS MONTMEDY;;0;;55000;87;;99;55000911;;12834;0;0;1;0;0;0;0;0.363;0;150;0;8274;66;12.08;23.08;1.5;1.87;99;0;;11;2;0;;57.14285714;7.9;0;7.83;19.6;17.4;18.5;22.9;20.2;21.55;0.6;0.6;0.6;11.3;9.3;10.3;0.12;0;;;
VIGNOT;83;55553;LA HAUTE TOURNIERE;02283X0005;86;VIGNOT;55553;88;;0;;VIGNOT;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
VIGNOT;84;55553;VIGNOT;;0;;55000;87;;1317;55000913;;;;;;;;;;;;;;;;;;;;98;100;;11;0;0;;100;7.5;0;7.44;26.8;26.3;26.55;28.9;27.7;28.3;0.1;0;0.03;23.3;19.9;21.367;0.021;0;;;
VILLE DEVANT CHAUMONT;83;55556;PAQUIS DES VAUX;01361X0057;85;VILLE-DEVANT-CHAUMONT;55556;87;;0;;VILLE DEVANT CHAUMONT;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
VILLE DEVANT CHAUMONT;84;55556;VILLE DEVANT CHAUMONT;;0;;55000;87;;56;55000916;;;;;;;;;;;;;;;;;;;;99;0;;5;0;0;;100;7.7;0;7.67;18.3;17.1;17.7;20.1;19.5;19.8;1.5;0;0.53;2.7;2;2.233;0;0;;;
VILLECLOYE;83;55554;FONTAINE BENITE;00895X0007;85;VERNEUIL-GRAND;55546;88;;0;;VILLECLOYE;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
VILLECLOYE;84;55554;VILLECLOYE;;0;;55000;87;;243;55001209;;23051;0;0;7.2;0;0;0;0.08;0.395;0;300;100;14549;65;3.08;5.69;1.45;1.92;99;0;;9;1;0;;85.71428571;7.8;0;7.67;17.5;17.5;17.5;22.7;22.1;22.4;0.3;0.1;0.2;43.6;29.9;36.2;0.082;0;;;
VILLEROY SUR MEHOLLE;83;55559;LES PETITS PRES;02286X0009;85;;55000;89;24/09/2009;0;;VILLEROY SUR MEHOLLE;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;1;1;36
VILLEROY SUR MEHOLLE;84;55559;VILLEROY SUR MEHOLLE;;0;;55000;87;;37;55000044;;;;;;;;;;;;;;;;;;;;99;100;;5;0;0;;80;7.5;0;7.4;35.8;35.8;35.8;37.5;37.5;37.5;0.5;0.2;0.35;2.7;1.6;2.15;0;0;;;
VILLY (08);83;08485;FONTAINE DE CRAN;00886X1004;85;OLIZY-SUR-CHIERS;55391;87;;0;;OLIZY-SUR-CHIERS;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;91;0;1;0
VILOSNES-HARAUMONT;83;55571;RAVIN DUMESNIL;01117X0095;85;VILOSNES-HARAUMONT;55571;87;;0;;VILOSNES-HARAUMONT;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
VILOSNES-HARAUMONT;84;55571;VILOSNES-HARAUMONT;;0;;55000;87;;204;55000039;;;;;;;;;;;;;;;;;;;;99;0;;10;0;0;;81.81818182;7.7;0;7.63;22.4;22;22.2;24.9;23.4;24.15;0.1;0;0.07;13.5;11.7;12.533;0;0;;;
VOID-VACON;83;55573;FORAGE ROUTE DE VACON;02287X0029;86;VOID-VACON;55573;87;;0;;VOID-VACON;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;97;0;1;0
VOID-VACON;84;55573;VOID-VACON;;0;;55000;87;;1668;55000918;;;;;;;;;;;;;;;;;;;;98;100;;13;0;0;Le réseau de la commune a été raccordé au site aquifère exploité par le SIVOM de la Source Godion à Void (achat d'eau) dans le courant de l'année 2015.;100;7.6;0;7.43;25.4;24.4;24.816;28.1;26.1;26.681;0.2;0;0.05;13.6;10.5;12.131;0.019;0;;;
WATRONVILLE;83;55579;VAUZEL DE LA CAVE;01622X0056;85;CHATILLON-SOUS-LES-COTES;55105;87;;0;;WATRONVILLE;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
WATRONVILLE;84;55579;WATRONVILLE;;0;;55000;87;;109;55000922;;;;;;;;;;;;;;;;;;;;99;0;;7;0;0;;87.5;7.9;0;7.83;15.9;15.2;15.433;18.5;16.9;17.533;0.8;0.2;0.43;1.1;1.1;1.1;0;0;;;
WOIMBEY;83;55584;LA MULE;01625X0060;86;WOIMBEY;55584;88;;0;;WOIMBEY;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;90;0;1;0
WOIMBEY;84;55584;WOIMBEY;;0;;55000;87;;107;55000924;;;;;;;;;;;;;;;;;;;;99;100;;6;0;0;;100;7.6;0;7.4;29.2;28.5;28.85;30.9;30.8;30.85;0.2;0;0.1;17.1;13.9;15.5;0;0;;;
